dstport,protocol,tag
46192,gre,sv_P10
15738,udp,sv_P1
24233,udp,sv_P4
18479,gre,sv_P4
35778,gre,sv_P3
18297,gre,sv_P3
25583,icmp,sv_P10
1922,gre,sv_P1
47504,udp,sv_P1
62642,icmp,sv_P5
58424,tcp,email
7673,tcp,email
17644,icmp,email
2113,tcp,sv_P3
22119,tcp,sv_P10
57461,icmp,sv_P5
34446,tcp,email
58662,tcp,sv_P10
16301,udp,sv_P4
43862,icmp,sv_P3
35104,tcp,sv_P10
1192,udp,sv_P3
39258,udp,sv_P2
29245,icmp,sv_P4
36700,icmp,sv_P2
15545,gre,sv_P4
11107,tcp,sv_P1
40641,icmp,email
7914,tcp,sv_P1
26777,tcp,email
22638,udp,sv_P2
8126,gre,email
64712,gre,sv_P5
31512,gre,sv_P1
10774,gre,sv_P4
56796,tcp,sv_P10
54575,udp,email
15308,gre,sv_P3
21585,gre,sv_P2
56755,udp,sv_P1
62718,icmp,sv_P3
23445,udp,sv_P1
29987,udp,sv_P2
28639,icmp,sv_P1
45829,icmp,sv_P2
22477,icmp,sv_P3
5875,icmp,sv_P3
38273,tcp,sv_P4
35165,udp,sv_P2
1934,icmp,sv_P1
26977,tcp,sv_P4
1133,icmp,sv_P3
35487,udp,sv_P5
6482,icmp,email
14003,icmp,email
4418,udp,email
63662,gre,sv_P2
61410,icmp,sv_P5
44695,tcp,sv_P4
49632,udp,sv_P1
61800,icmp,sv_P4
40394,gre,sv_P5
28442,tcp,sv_P1
31096,gre,sv_P1
44429,tcp,sv_P4
57161,icmp,email
55113,gre,sv_P1
18619,gre,sv_P2
25664,gre,sv_P5
58223,gre,sv_P4
13095,gre,sv_P5
19273,icmp,sv_P10
62922,gre,sv_P5
3808,udp,sv_P4
8105,tcp,sv_P10
26184,tcp,sv_P5
7717,icmp,email
56773,gre,sv_P2
64539,udp,email
31667,gre,email
15953,gre,sv_P4
29303,icmp,sv_P3
36445,icmp,sv_P3
41503,gre,sv_P3
48051,udp,sv_P10
48175,tcp,sv_P2
57832,tcp,sv_P2
52770,tcp,sv_P3
12319,gre,sv_P4
16491,tcp,sv_P10
1894,icmp,email
12075,udp,sv_P5
50216,udp,email
42121,tcp,sv_P2
39017,icmp,sv_P3
33779,udp,email
51957,gre,email
23271,icmp,sv_P3
42498,gre,sv_P3
38010,gre,sv_P5
10344,udp,sv_P3
19722,tcp,sv_P4
28167,gre,email
57322,icmp,sv_P2
13006,tcp,sv_P4
47977,udp,sv_P10
57097,icmp,sv_P1
50866,tcp,sv_P5
31141,gre,sv_P10
44875,gre,sv_P4
21758,icmp,sv_P5
9487,icmp,sv_P1
13077,icmp,sv_P10
17404,icmp,email
37295,gre,email
32458,gre,sv_P4
19579,udp,sv_P10
15858,icmp,sv_P2
64465,tcp,sv_P2
57265,icmp,sv_P10
38603,icmp,sv_P5
15894,icmp,sv_P4
26539,udp,sv_P5
60065,tcp,sv_P5
50938,udp,sv_P5
2733,icmp,sv_P5
54142,udp,sv_P4
16607,icmp,sv_P5
33686,udp,sv_P10
7741,udp,sv_P10
23000,icmp,sv_P1
20546,tcp,sv_P10
4807,gre,email
6518,tcp,sv_P4
58412,gre,sv_P1
49584,udp,sv_P1
1812,gre,sv_P4
2233,udp,sv_P4
53189,udp,email
20018,udp,sv_P3
13620,tcp,sv_P3
57020,gre,sv_P10
31007,udp,email
13462,udp,sv_P2
1685,gre,sv_P10
18272,udp,sv_P2
53994,tcp,sv_P2
49695,gre,sv_P4
51523,tcp,sv_P10
64263,tcp,email
29133,tcp,sv_P3
33923,udp,sv_P10
7028,tcp,sv_P10
29419,gre,sv_P2
25230,icmp,sv_P2
30000,gre,email
29596,tcp,sv_P10
12784,udp,sv_P5
22222,icmp,email
16772,gre,email
30146,gre,email
24184,gre,sv_P1
24351,gre,sv_P10
13684,icmp,sv_P1
44278,tcp,sv_P3
17214,icmp,sv_P4
40769,icmp,sv_P3
50044,udp,sv_P4
1012,tcp,email
26549,udp,sv_P5
35949,icmp,sv_P1
8362,tcp,sv_P2
25865,icmp,sv_P10
26412,tcp,email
48197,gre,sv_P10
37833,gre,sv_P10
34615,udp,sv_P3
25868,tcp,sv_P4
25322,icmp,sv_P1
28943,udp,sv_P5
41320,icmp,sv_P5
25858,udp,sv_P4
48520,tcp,sv_P2
56435,udp,sv_P5
27725,tcp,sv_P5
25775,icmp,sv_P4
1019,icmp,sv_P5
63370,gre,sv_P1
36566,udp,sv_P3
40956,udp,sv_P4
16048,tcp,sv_P1
21790,icmp,sv_P3
36160,udp,sv_P4
39238,icmp,sv_P3
58497,udp,sv_P4
16032,icmp,email
29398,tcp,sv_P4
39264,icmp,sv_P2
35578,icmp,sv_P10
43839,tcp,sv_P1
9422,tcp,sv_P5
35943,gre,sv_P1
25877,udp,sv_P3
23269,icmp,sv_P1
35710,icmp,sv_P1
57894,gre,sv_P3
20334,icmp,sv_P2
11287,udp,sv_P2
48044,tcp,sv_P3
6950,gre,sv_P3
35537,icmp,sv_P10
45016,gre,sv_P4
41119,udp,sv_P10
57781,udp,sv_P3
15084,udp,sv_P10
818,icmp,sv_P4
30415,icmp,email
21901,icmp,email
58649,icmp,email
4344,gre,sv_P5
53223,gre,sv_P10
26606,tcp,email
23276,icmp,sv_P3
48992,icmp,sv_P3
31883,icmp,sv_P2
53922,tcp,sv_P2
34447,icmp,sv_P4
50510,tcp,email
30727,tcp,sv_P4
47477,icmp,sv_P3
14994,gre,sv_P2
55071,icmp,sv_P1
53769,gre,sv_P5
40812,gre,sv_P3
55536,gre,email
37202,udp,sv_P10
52154,udp,email
28519,gre,sv_P5
9324,udp,sv_P2
1555,udp,sv_P10
31637,icmp,sv_P10
23860,icmp,sv_P3
46660,gre,sv_P10
21998,tcp,sv_P5
5112,gre,email
29222,udp,email
18855,gre,sv_P3
51417,gre,sv_P3
53740,udp,sv_P4
49930,tcp,sv_P1
13585,gre,sv_P10
33326,icmp,sv_P10
61903,icmp,sv_P1
42012,udp,sv_P4
27192,tcp,sv_P2
48094,icmp,sv_P10
7395,icmp,sv_P1
53357,udp,sv_P1
35698,udp,sv_P4
51926,tcp,sv_P2
44698,gre,email
43358,udp,sv_P5
14508,gre,sv_P2
54638,udp,sv_P4
45187,udp,sv_P1
57698,icmp,sv_P10
6728,gre,email
30031,tcp,sv_P4
62980,gre,sv_P10
15668,icmp,sv_P4
50518,icmp,sv_P3
32435,tcp,sv_P10
6404,icmp,sv_P2
4718,tcp,sv_P2
12969,udp,email
27735,udp,sv_P5
24860,udp,sv_P5
41326,udp,sv_P1
27724,gre,sv_P5
35420,udp,sv_P4
60054,gre,email
4164,gre,sv_P3
17103,tcp,sv_P1
27107,udp,sv_P2
16628,udp,sv_P10
55812,udp,email
8107,udp,email
1487,udp,email
33135,tcp,sv_P2
44546,udp,sv_P1
46859,icmp,sv_P3
40716,tcp,sv_P5
58363,udp,sv_P5
23180,udp,sv_P2
42340,tcp,sv_P5
55998,tcp,sv_P5
3273,gre,sv_P5
27749,tcp,sv_P3
35068,gre,sv_P3
42731,icmp,sv_P10
17054,udp,sv_P5
28039,udp,sv_P5
6539,tcp,sv_P3
3849,gre,sv_P4
22588,icmp,sv_P5
42151,gre,sv_P4
276,icmp,sv_P10
12020,gre,sv_P2
7720,tcp,sv_P5
34040,udp,sv_P3
49728,udp,email
7689,udp,sv_P4
10386,gre,sv_P2
34624,gre,sv_P5
26234,udp,email
59845,udp,sv_P4
3131,tcp,sv_P4
63802,tcp,sv_P1
32164,tcp,sv_P10
60472,icmp,email
17274,tcp,sv_P1
24240,gre,sv_P3
52091,gre,email
4562,gre,sv_P2
64411,udp,sv_P5
58315,udp,sv_P5
27137,tcp,sv_P10
44878,udp,sv_P2
23217,gre,email
13729,udp,sv_P3
62741,tcp,sv_P5
60345,icmp,sv_P2
39728,icmp,email
49685,udp,sv_P10
28935,gre,sv_P4
26629,icmp,sv_P10
62812,gre,sv_P3
55136,gre,sv_P4
32754,tcp,sv_P3
2868,icmp,email
24942,tcp,sv_P2
1323,udp,sv_P4
5560,tcp,sv_P1
13347,udp,email
10025,tcp,sv_P2
47522,tcp,sv_P5
57514,tcp,sv_P3
35178,icmp,sv_P5
62549,udp,sv_P1
10956,tcp,sv_P2
47937,udp,sv_P3
61232,gre,email
2238,icmp,sv_P10
64385,udp,sv_P4
30652,gre,sv_P2
30141,tcp,email
11718,gre,sv_P2
64498,gre,sv_P1
48243,udp,sv_P10
17923,icmp,sv_P3
13508,tcp,sv_P10
54186,gre,email
35923,udp,sv_P3
23550,icmp,sv_P3
42223,gre,sv_P4
26988,tcp,sv_P5
6752,tcp,email
53960,tcp,sv_P2
57137,udp,sv_P1
7578,icmp,sv_P4
36042,gre,sv_P3
34486,udp,sv_P10
48204,gre,sv_P3
19649,udp,email
2431,gre,sv_P4
21215,udp,sv_P1
18317,icmp,sv_P1
12130,icmp,sv_P2
20992,icmp,sv_P1
44594,gre,email
37491,gre,email
17518,icmp,sv_P2
2597,gre,sv_P4
40440,gre,sv_P4
62894,gre,sv_P4
23052,gre,sv_P10
25945,icmp,sv_P10
2219,gre,sv_P4
53366,tcp,sv_P1
45909,gre,sv_P5
8416,tcp,sv_P4
48833,udp,sv_P1
53011,udp,email
61207,tcp,email
65229,tcp,sv_P5
41825,udp,sv_P3
24933,udp,sv_P1
6824,tcp,sv_P3
42812,gre,sv_P4
50345,gre,sv_P1
41694,udp,sv_P5
3340,gre,sv_P1
10737,gre,sv_P5
48628,udp,sv_P5
14788,tcp,sv_P1
47490,gre,sv_P5
43783,icmp,sv_P10
27689,udp,sv_P3
62110,icmp,sv_P2
53665,gre,sv_P2
19097,tcp,sv_P1
60749,icmp,sv_P3
19171,udp,sv_P5
15875,tcp,sv_P4
10290,udp,sv_P2
13811,udp,sv_P3
54726,tcp,sv_P10
26088,tcp,sv_P10
916,icmp,sv_P3
30852,gre,sv_P4
31211,udp,sv_P5
26502,tcp,email
29061,gre,sv_P2
39924,udp,sv_P10
1661,udp,sv_P3
4388,gre,sv_P3
26218,gre,sv_P5
30494,tcp,sv_P10
46269,icmp,sv_P2
22310,icmp,sv_P2
62778,udp,sv_P1
15250,udp,sv_P10
7993,udp,sv_P10
24498,tcp,sv_P2
40699,gre,email
11895,udp,sv_P5
54612,tcp,sv_P10
3444,tcp,sv_P4
6602,icmp,sv_P10
4786,icmp,sv_P2
63434,udp,sv_P3
8177,tcp,sv_P2
61437,udp,sv_P2
29576,udp,sv_P1
7956,udp,email
52641,gre,sv_P4
18468,udp,sv_P5
13701,tcp,sv_P5
3592,gre,sv_P1
61157,tcp,sv_P5
20923,udp,email
4541,tcp,sv_P1
17623,udp,sv_P3
39786,icmp,email
48207,gre,sv_P4
3926,udp,sv_P4
56513,icmp,sv_P10
65186,tcp,sv_P10
33369,icmp,sv_P10
27723,icmp,sv_P5
62393,tcp,sv_P10
32665,gre,email
819,gre,sv_P10
2682,tcp,sv_P10
31342,icmp,sv_P2
2933,udp,sv_P2
48508,tcp,sv_P10
21484,tcp,sv_P5
11314,udp,sv_P4
38728,udp,email
5423,icmp,email
38007,tcp,sv_P3
48884,gre,sv_P3
7913,udp,sv_P3
64736,gre,sv_P1
14357,udp,sv_P10
42634,gre,sv_P4
64000,udp,sv_P2
23466,gre,sv_P1
10539,gre,sv_P4
28197,tcp,sv_P5
59628,gre,email
7220,gre,sv_P4
65355,tcp,sv_P2
44554,udp,sv_P10
39181,gre,sv_P4
9342,icmp,sv_P4
38323,udp,sv_P4
61579,gre,sv_P5
54160,udp,sv_P3
1392,icmp,sv_P3
17405,gre,sv_P5
45516,tcp,sv_P4
13287,icmp,email
45469,gre,email
57264,gre,sv_P5
32205,tcp,sv_P5
26216,icmp,email
38597,tcp,sv_P5
58244,udp,email
43456,tcp,sv_P2
9587,udp,email
29523,gre,sv_P2
60139,gre,sv_P3
51319,tcp,email
9362,gre,sv_P1
55214,icmp,sv_P1
25949,gre,sv_P5
10407,tcp,sv_P1
24694,icmp,sv_P1
64635,icmp,sv_P3
28365,gre,email
6883,udp,sv_P10
43068,icmp,email
47014,icmp,email
43629,udp,sv_P10
8750,udp,sv_P10
10241,udp,sv_P2
61496,udp,sv_P5
55721,tcp,sv_P4
30270,udp,sv_P4
19077,icmp,email
19385,udp,email
46939,udp,sv_P3
57163,icmp,sv_P2
25490,icmp,sv_P2
48499,tcp,sv_P2
50378,icmp,sv_P5
28257,gre,sv_P1
37221,icmp,sv_P2
37169,gre,sv_P2
15785,gre,sv_P2
34494,gre,sv_P3
43861,gre,sv_P10
51745,gre,sv_P1
39415,icmp,sv_P5
34668,tcp,sv_P10
1214,gre,email
52284,gre,sv_P3
21652,tcp,sv_P10
6491,tcp,sv_P1
43112,gre,email
56243,tcp,sv_P1
6338,gre,sv_P1
63079,icmp,sv_P2
35252,gre,sv_P2
60418,udp,sv_P5
2078,gre,sv_P10
49558,gre,email
62474,tcp,sv_P2
32401,udp,sv_P2
57116,udp,sv_P4
46047,gre,sv_P3
34675,icmp,sv_P2
4218,icmp,sv_P2
36328,gre,sv_P2
17602,icmp,sv_P4
18523,icmp,email
52457,gre,sv_P3
43958,udp,email
45072,icmp,sv_P3
32293,gre,sv_P4
45459,icmp,sv_P2
12134,udp,sv_P5
58418,tcp,sv_P4
43048,tcp,sv_P1
8077,udp,sv_P3
1796,icmp,email
39156,gre,email
4916,gre,sv_P1
12041,udp,sv_P1
1052,gre,sv_P2
32172,icmp,sv_P1
14424,gre,sv_P10
9680,gre,sv_P4
36459,gre,sv_P5
50409,gre,sv_P1
48702,udp,sv_P10
10760,tcp,sv_P3
22694,icmp,sv_P5
41575,udp,sv_P2
60784,udp,sv_P2
32463,icmp,sv_P3
60060,icmp,sv_P3
63412,icmp,email
58094,udp,sv_P1
23354,tcp,sv_P3
53305,gre,email
39396,icmp,sv_P1
3322,tcp,sv_P2
44801,udp,email
9303,icmp,sv_P1
48078,tcp,sv_P4
10782,icmp,sv_P1
22239,icmp,sv_P5
4386,udp,sv_P1
63480,gre,sv_P2
53309,icmp,sv_P10
50521,tcp,sv_P1
31822,icmp,sv_P3
17800,icmp,sv_P5
20175,icmp,sv_P10
53299,udp,sv_P3
28050,udp,sv_P5
58010,gre,email
47113,gre,sv_P10
51665,udp,sv_P1
27084,gre,sv_P2
32051,udp,sv_P3
60387,tcp,email
57150,tcp,email
7678,tcp,sv_P3
16469,gre,sv_P5
11687,icmp,sv_P2
15760,gre,sv_P1
51275,icmp,sv_P10
44581,icmp,sv_P3
59607,tcp,sv_P2
46289,gre,sv_P5
14915,gre,sv_P10
6765,tcp,sv_P5
45498,gre,sv_P10
28769,gre,sv_P10
1095,gre,sv_P1
14732,udp,sv_P3
64685,tcp,sv_P5
17328,gre,sv_P4
34739,icmp,sv_P2
5516,tcp,sv_P4
50282,icmp,sv_P5
49918,gre,email
37120,icmp,sv_P1
22576,icmp,sv_P10
31375,icmp,sv_P10
25090,icmp,sv_P2
10689,gre,sv_P10
60081,icmp,sv_P1
16288,gre,sv_P3
1569,udp,email
1579,udp,sv_P1
26541,icmp,email
22230,icmp,sv_P4
14478,udp,sv_P2
9986,tcp,sv_P3
30161,udp,sv_P10
53151,icmp,sv_P4
21893,udp,sv_P3
5265,tcp,email
44446,icmp,sv_P1
36374,tcp,sv_P4
56101,icmp,sv_P5
22027,gre,sv_P5
33905,icmp,sv_P2
58096,udp,sv_P5
48478,tcp,sv_P5
50469,tcp,sv_P10
29252,icmp,sv_P5
51486,gre,email
26596,icmp,sv_P10
59931,gre,sv_P1
16659,icmp,sv_P10
13079,tcp,sv_P4
44928,gre,sv_P3
4187,udp,sv_P4
18485,udp,sv_P1
8947,tcp,sv_P5
43502,tcp,sv_P3
7007,udp,email
50587,udp,sv_P10
52689,tcp,sv_P10
26665,tcp,sv_P3
54791,gre,sv_P10
55975,icmp,sv_P10
28104,gre,sv_P4
20225,tcp,sv_P10
18647,udp,sv_P10
19103,icmp,email
60246,tcp,email
62360,udp,sv_P5
29597,icmp,sv_P3
56567,udp,sv_P1
1160,udp,sv_P2
32315,udp,sv_P1
34840,udp,sv_P3
20880,udp,sv_P10
1966,udp,sv_P5
8276,icmp,sv_P4
1324,udp,sv_P4
5502,udp,sv_P1
35633,udp,sv_P1
2519,udp,sv_P10
63045,gre,sv_P2
19381,gre,sv_P5
1431,icmp,sv_P3
16593,gre,sv_P1
12491,gre,sv_P4
49545,tcp,sv_P3
23418,icmp,sv_P3
12804,tcp,sv_P5
25147,icmp,sv_P2
17910,icmp,email
41531,gre,email
56011,gre,sv_P4
48436,gre,sv_P4
51734,udp,sv_P4
41907,icmp,sv_P5
34837,icmp,sv_P5
15324,icmp,sv_P5
37991,gre,sv_P3
23678,tcp,sv_P5
48929,gre,sv_P4
3581,tcp,sv_P3
36612,icmp,sv_P3
31222,tcp,sv_P3
47290,icmp,sv_P4
59035,tcp,sv_P5
48470,tcp,sv_P4
34342,tcp,sv_P4
63520,gre,email
23744,gre,sv_P4
64975,gre,sv_P4
60418,gre,sv_P5
9541,udp,sv_P5
15556,icmp,sv_P3
31589,gre,sv_P2
51984,icmp,email
2927,udp,sv_P10
50030,udp,sv_P10
65428,icmp,sv_P3
4089,icmp,sv_P4
26726,gre,sv_P5
41307,icmp,sv_P1
61046,udp,sv_P2
17433,tcp,sv_P1
44809,gre,sv_P1
58873,icmp,email
1429,icmp,sv_P5
47560,tcp,email
17626,tcp,sv_P4
3896,udp,sv_P1
8421,icmp,sv_P10
22061,udp,sv_P1
53038,tcp,email
22951,udp,sv_P5
11043,tcp,sv_P10
59236,udp,sv_P2
34120,tcp,sv_P3
61173,tcp,sv_P4
7842,icmp,sv_P2
12596,tcp,sv_P5
39693,udp,email
8376,gre,sv_P1
14123,gre,email
59630,icmp,sv_P5
8899,tcp,sv_P2
27179,icmp,email
60562,icmp,sv_P3
22158,icmp,sv_P1
39277,gre,sv_P1
58096,gre,email
52816,gre,sv_P10
16965,gre,sv_P5
7780,tcp,sv_P3
15193,tcp,sv_P5
43700,icmp,sv_P1
566,tcp,sv_P5
21068,icmp,sv_P4
46052,gre,sv_P1
58835,udp,sv_P2
6065,gre,sv_P10
15046,gre,sv_P4
59134,udp,sv_P3
32391,gre,sv_P1
5204,tcp,sv_P5
12613,icmp,email
8984,gre,sv_P1
37895,tcp,sv_P2
55033,gre,email
22507,gre,sv_P10
43947,udp,sv_P1
47574,udp,sv_P5
38423,udp,sv_P1
4403,gre,email
37076,gre,sv_P4
18359,udp,sv_P4
3057,tcp,sv_P5
18639,tcp,sv_P2
7244,icmp,sv_P1
39646,gre,sv_P10
34872,udp,sv_P2
22074,udp,email
60523,icmp,sv_P5
25185,udp,sv_P1
59442,gre,sv_P3
34853,tcp,sv_P4
31358,gre,sv_P5
38684,udp,sv_P4
3490,udp,email
28645,tcp,email
55327,tcp,sv_P10
45299,udp,sv_P4
46653,tcp,sv_P5
5986,udp,sv_P3
30219,gre,sv_P4
43855,icmp,email
9425,udp,sv_P2
25246,tcp,sv_P4
23101,tcp,sv_P10
25488,gre,sv_P10
3779,tcp,email
43102,icmp,sv_P3
24199,gre,sv_P4
57006,gre,sv_P10
4471,tcp,sv_P3
49734,icmp,sv_P10
53839,tcp,email
54373,tcp,sv_P3
20357,gre,sv_P1
55552,icmp,email
34226,icmp,sv_P10
18437,icmp,sv_P10
4467,gre,sv_P1
53217,gre,sv_P4
36888,udp,sv_P2
16137,gre,sv_P4
40883,icmp,sv_P1
47026,icmp,sv_P1
51151,icmp,sv_P1
22054,gre,sv_P10
51214,tcp,sv_P5
43983,udp,sv_P4
28835,udp,email
59979,gre,sv_P1
59335,tcp,sv_P2
58030,udp,sv_P10
18313,tcp,sv_P5
28871,gre,email
44852,icmp,sv_P5
27339,icmp,sv_P10
25005,gre,sv_P10
32616,tcp,sv_P10
25028,gre,sv_P1
40974,udp,sv_P3
39232,tcp,sv_P4
33360,icmp,sv_P2
2660,tcp,sv_P5
23387,tcp,sv_P10
15639,gre,sv_P2
44424,gre,sv_P3
65198,udp,sv_P2
23550,tcp,email
8912,icmp,sv_P5
61421,udp,sv_P2
65041,gre,sv_P5
52903,udp,email
64086,udp,email
60842,icmp,sv_P1
49115,gre,sv_P3
44030,udp,sv_P5
60838,udp,sv_P10
4267,gre,sv_P5
36416,gre,sv_P10
25663,tcp,sv_P5
40601,udp,sv_P1
18859,udp,email
53932,icmp,sv_P1
39607,tcp,sv_P1
40011,icmp,sv_P2
9591,tcp,email
47614,tcp,sv_P1
32025,icmp,sv_P2
45549,udp,email
26484,gre,sv_P3
45082,tcp,sv_P5
64938,icmp,email
45063,gre,sv_P3
51556,tcp,sv_P4
60614,udp,email
34057,gre,sv_P3
45500,gre,sv_P5
43834,tcp,email
34906,gre,sv_P3
11866,icmp,sv_P10
7311,gre,sv_P4
12124,icmp,sv_P5
51516,tcp,sv_P4
14580,gre,email
7452,icmp,sv_P2
57221,gre,sv_P2
39598,udp,sv_P3
21794,icmp,sv_P4
34092,udp,sv_P3
57358,udp,sv_P4
46317,gre,sv_P3
5606,tcp,sv_P4
28830,icmp,sv_P5
41020,gre,sv_P5
1219,gre,sv_P2
24061,udp,sv_P10
23890,icmp,sv_P10
55436,udp,sv_P5
57973,icmp,sv_P1
38226,udp,sv_P10
57830,udp,sv_P10
2800,gre,sv_P3
9990,udp,email
48499,icmp,sv_P5
16727,icmp,sv_P3
7754,udp,sv_P10
63918,icmp,email
42742,udp,sv_P3
32220,tcp,sv_P3
29729,udp,sv_P1
42539,tcp,sv_P4
37894,tcp,sv_P2
33431,udp,sv_P1
62363,icmp,email
5873,tcp,sv_P5
7075,gre,sv_P4
20856,tcp,sv_P10
3456,udp,sv_P2
853,gre,sv_P2
34530,gre,sv_P4
57689,tcp,sv_P1
37428,gre,sv_P10
293,icmp,sv_P4
34331,udp,sv_P10
44300,gre,email
39634,udp,sv_P2
6801,icmp,sv_P3
22512,icmp,email
9498,gre,sv_P3
15255,gre,sv_P4
23590,gre,sv_P4
35115,udp,sv_P3
58109,udp,sv_P2
57372,udp,sv_P10
29400,tcp,sv_P4
40206,udp,sv_P1
51249,gre,email
27772,gre,email
57554,udp,sv_P2
54424,gre,sv_P3
59117,gre,sv_P2
14437,udp,sv_P3
61565,icmp,sv_P5
14233,gre,sv_P4
37810,icmp,sv_P4
37912,tcp,sv_P3
57270,tcp,sv_P1
35619,gre,sv_P4
13859,udp,sv_P2
37608,udp,email
50880,icmp,sv_P2
20057,gre,sv_P10
33408,udp,sv_P1
50784,gre,sv_P1
14482,udp,sv_P1
41577,icmp,sv_P1
9802,udp,sv_P1
26793,tcp,sv_P5
43625,gre,sv_P10
30312,udp,sv_P3
40572,icmp,sv_P1
31955,icmp,sv_P10
48684,gre,sv_P3
27623,gre,sv_P3
40553,icmp,sv_P4
7323,gre,sv_P2
8271,icmp,sv_P4
50223,gre,sv_P10
27561,icmp,sv_P1
2698,icmp,sv_P1
18800,gre,sv_P2
43003,icmp,sv_P1
35410,gre,sv_P5
60448,tcp,sv_P4
56199,tcp,sv_P1
47280,udp,sv_P5
47170,gre,sv_P5
9666,udp,sv_P3
35011,gre,email
15218,gre,sv_P4
37502,icmp,sv_P3
23442,udp,sv_P2
54911,tcp,sv_P1
45812,icmp,sv_P3
55848,udp,email
5938,gre,sv_P4
48414,tcp,sv_P4
43074,gre,sv_P1
20300,gre,sv_P4
60035,udp,sv_P2
60961,icmp,sv_P2
53886,udp,sv_P10
56754,tcp,sv_P1
26588,gre,email
17143,udp,sv_P5
58403,tcp,sv_P10
4704,icmp,email
11208,gre,sv_P3
30928,icmp,sv_P2
14633,tcp,sv_P5
34838,gre,email
42759,tcp,email
58717,tcp,sv_P2
27866,icmp,sv_P5
61984,gre,sv_P5
26127,udp,email
28901,icmp,email
57054,gre,email
42704,tcp,sv_P3
46611,tcp,sv_P1
25729,gre,sv_P2
4494,gre,sv_P10
4932,tcp,sv_P1
32449,tcp,email
13934,gre,sv_P2
6177,gre,sv_P4
46615,gre,sv_P3
8141,icmp,sv_P4
27899,tcp,sv_P3
25827,icmp,sv_P1
45167,tcp,sv_P10
51263,udp,sv_P5
62071,tcp,sv_P1
15036,icmp,sv_P10
33806,udp,sv_P3
49153,tcp,sv_P2
34750,icmp,email
53887,udp,sv_P3
27720,icmp,sv_P5
36372,gre,email
61086,udp,sv_P3
40565,tcp,sv_P3
49652,gre,sv_P10
45550,icmp,sv_P1
53132,gre,sv_P10
44233,tcp,sv_P2
35304,gre,email
31559,tcp,email
39590,udp,sv_P1
54785,udp,sv_P3
38170,tcp,sv_P1
37611,udp,sv_P1
29186,tcp,sv_P4
20858,icmp,sv_P4
48754,udp,sv_P10
18079,icmp,sv_P1
12783,tcp,sv_P10
48481,gre,sv_P10
63743,gre,sv_P4
26794,gre,sv_P3
49184,udp,sv_P10
45381,icmp,sv_P10
58281,icmp,sv_P10
21277,tcp,sv_P1
64763,udp,sv_P1
48984,udp,sv_P10
52525,tcp,sv_P4
26852,icmp,sv_P5
28556,gre,email
47764,icmp,email
26411,gre,sv_P10
28277,gre,sv_P2
26305,tcp,sv_P2
9360,icmp,sv_P1
52128,gre,sv_P1
43945,icmp,sv_P10
51869,tcp,sv_P2
61873,gre,sv_P5
2373,icmp,sv_P3
17814,udp,sv_P3
51834,udp,sv_P5
32176,icmp,sv_P10
17348,icmp,sv_P1
53076,icmp,sv_P4
46190,udp,sv_P3
53224,gre,sv_P4
6964,tcp,sv_P10
39395,tcp,sv_P3
5425,tcp,sv_P2
20776,udp,sv_P2
1315,udp,sv_P3
17581,gre,sv_P4
39432,icmp,sv_P10
11352,tcp,email
1842,gre,sv_P1
15871,gre,sv_P1
54727,udp,email
48054,gre,sv_P4
62399,tcp,sv_P10
54213,gre,email
57543,icmp,sv_P1
42373,gre,sv_P3
535,gre,sv_P3
37334,tcp,sv_P3
4515,udp,sv_P1
53675,tcp,sv_P4
48195,gre,sv_P5
32968,gre,sv_P3
38910,icmp,sv_P3
21815,gre,sv_P5
20849,tcp,sv_P3
53577,tcp,sv_P3
20007,icmp,sv_P3
20937,tcp,sv_P1
12556,gre,sv_P5
18043,tcp,sv_P4
53447,icmp,sv_P5
20646,icmp,sv_P10
14064,udp,sv_P1
25971,icmp,sv_P10
31131,tcp,sv_P3
35257,tcp,sv_P2
33811,gre,sv_P4
10149,gre,sv_P1
16647,udp,sv_P4
28494,icmp,sv_P10
5506,tcp,sv_P2
31930,tcp,email
62413,gre,sv_P2
12372,icmp,sv_P3
19102,udp,sv_P3
12505,udp,sv_P4
56323,udp,sv_P4
5248,icmp,sv_P4
21335,gre,sv_P3
34433,udp,sv_P1
24567,udp,sv_P10
24286,gre,sv_P10
19239,udp,sv_P10
26762,gre,sv_P2
45122,tcp,sv_P4
41838,gre,sv_P2
5579,icmp,sv_P10
10125,udp,sv_P1
54458,gre,sv_P5
63602,icmp,sv_P1
3519,icmp,email
58327,icmp,sv_P3
48758,gre,sv_P3
12318,icmp,sv_P3
13151,gre,sv_P10
10328,gre,sv_P2
40892,udp,sv_P1
52051,tcp,sv_P3
60982,tcp,sv_P5
55152,icmp,sv_P10
40190,tcp,email
52365,udp,email
52520,icmp,sv_P1
49402,icmp,sv_P3
47562,udp,email
4660,icmp,sv_P3
30753,gre,sv_P5
22158,gre,sv_P5
31664,gre,sv_P1
2840,udp,sv_P5
54739,gre,sv_P4
28091,gre,sv_P4
56853,udp,sv_P1
15470,gre,sv_P2
56422,icmp,sv_P3
49961,icmp,sv_P4
36563,gre,sv_P4
6537,gre,sv_P1
53551,gre,sv_P1
61515,icmp,sv_P3
41647,gre,sv_P10
55197,icmp,sv_P4
22435,gre,sv_P2
868,udp,sv_P10
7935,udp,sv_P4
17163,udp,sv_P5
47794,gre,sv_P5
44159,tcp,email
6827,icmp,sv_P2
